avg_species_8867513	avg_species_113595
avg_species_8867513	avg_species_211701
avg_species_8867513	avg_species_8867509
avg_species_8867513	avg_species_211654
avg_species_8867513	avg_species_8867508
avg_species_8867513	avg_species_195125
avg_species_8867513	avg_species_9840234
avg_species_8867513	avg_species_3095873
avg_species_8867513	avg_species_68819
avg_species_8867513	avg_species_211729
avg_species_8867513	avg_species_113521
avg_species_113595	avg_species_211701
avg_species_113595	avg_species_8867509
avg_species_113595	avg_species_211654
avg_species_113595	avg_species_8867508
avg_species_113595	avg_species_195125
avg_species_113595	avg_species_9840234
avg_species_113595	avg_species_3095873
avg_species_113595	avg_species_68819
avg_species_113595	avg_species_211729
avg_species_113595	avg_species_113521
avg_species_211701	avg_species_8867509
avg_species_211701	avg_species_211654
avg_species_211701	avg_species_8867508
avg_species_211701	avg_species_195125
avg_species_211701	avg_species_9840234
avg_species_211701	avg_species_3095873
avg_species_211701	avg_species_68819
avg_species_211701	avg_species_211729
avg_species_211701	avg_species_113521
avg_species_8867509	avg_species_211654
avg_species_8867509	avg_species_8867508
avg_species_8867509	avg_species_195125
avg_species_8867509	avg_species_9840234
avg_species_8867509	avg_species_3095873
avg_species_8867509	avg_species_68819
avg_species_8867509	avg_species_211729
avg_species_8867509	avg_species_113521
avg_species_211654	avg_species_8867508
avg_species_211654	avg_species_195125
avg_species_211654	avg_species_9840234
avg_species_211654	avg_species_3095873
avg_species_211654	avg_species_68819
avg_species_211654	avg_species_211729
avg_species_211654	avg_species_113521
avg_species_8867508	avg_species_195125
avg_species_8867508	avg_species_9840234
avg_species_8867508	avg_species_3095873
avg_species_8867508	avg_species_68819
avg_species_8867508	avg_species_211729
avg_species_8867508	avg_species_113521
avg_species_195125	avg_species_9840234
avg_species_195125	avg_species_3095873
avg_species_195125	avg_species_68819
avg_species_195125	avg_species_211729
avg_species_195125	avg_species_113521
avg_species_9840234	avg_species_3095873
avg_species_9840234	avg_species_68819
avg_species_9840234	avg_species_211729
avg_species_9840234	avg_species_113521
avg_species_3095873	avg_species_68819
avg_species_3095873	avg_species_211729
avg_species_3095873	avg_species_113521
avg_species_68819	avg_species_211729
avg_species_68819	avg_species_113521
avg_species_211729	avg_species_113521